,review_for,review_id,username,user_url,published,date_retrieved,num_stars,num_reviews,review_text
34,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUQ4eWV2MG1BRRAB,ADN Laulau,https://www.google.com/maps/contrib/117696924410809390710/reviews?hl=en-CA,11 months ago,2021-06-22 17:28:25.110630,4.0,17,"Peaceful place, very additive and many activities to come back,🌞😄🚴"
35,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURjaXJiMFJREAE,Michael C.,https://www.google.com/maps/contrib/103839915473985533428/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.113210,5.0,33,"It's got everything, wildlife, biking, walking, playground, water park, and finding parking isn't too bad. Lots of space."
36,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURvOUlINFJREAE,Elizabeth Kirkham,https://www.google.com/maps/contrib/112602947962254079631/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.116233,5.0,68,"My boyfriend took me fishing here and I caught my first fish. Now we’re married.

Lovely park. Great for running, walking, enjoying the water, being in love."
37,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNpZ3J6VTdBRRAB,Serge Dahan,https://www.google.com/maps/contrib/106983832851296960109/reviews?hl=en-CA,7 months ago,2021-06-22 17:28:25.124027,5.0,5,Nice stop on the bike path.
38,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSURBMHZEYWxnRRAB,Steve Edwards - Sitivi,https://www.google.com/maps/contrib/108009287998600928685/reviews?hl=en-CA,3 years ago,2021-06-22 17:28:25.125534,5.0,1,A beautiful photo-op on the bridge
39,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURjOU9TclRREAE,Ebtisam Afrand,https://www.google.com/maps/contrib/104673409635495356711/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.127457,4.0,32,"Visited the park this Sunday (May 24th), beautiful view of the water but happened to have lost a family heirloom while at the park. No contact number seems to be listed, would anyone happen to know whether there is a lost and found or any kind of office that I could contact for the park?"
40,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUQ4M3QzT3N3RRAB,Mohsin Jaffery,https://www.google.com/maps/contrib/101505553087643925576/reviews?hl=en-CA,11 months ago,2021-06-22 17:28:25.129189,5.0,3,Very peaceful place go early morning you will love it
41,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUNDcS1Ec2VREAE,Seema Singh,https://www.google.com/maps/contrib/117586243664989816790/reviews?hl=en-CA,9 months ago,2021-06-22 17:28:25.134961,5.0,25,A perfect community place for each and any  family-rejuvenation
42,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURBNy1DSEFnEAE,Rentan TGLG,https://www.google.com/maps/contrib/103930090280299692031/reviews?hl=en-CA,3 years ago,2021-06-22 17:28:25.136936,5.0,819,Wow. Nice park
43,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUNpcXBic1VREAE,Universal Rider,https://www.google.com/maps/contrib/101307763513874742529/reviews?hl=en-CA,7 months ago,2021-06-22 17:28:25.139898,5.0,18,Beautiful park and amazing fall colors
44,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUM4cXM3dlJREAE,Rami Saab,https://www.google.com/maps/contrib/113141489518092640189/reviews?hl=en-CA,11 months ago,2021-06-22 17:28:25.147248,4.0,91,Nice parc but it is always full of people
45,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUM4Z2VtblVBEAE,Jaw ad,https://www.google.com/maps/contrib/103945934946705627247/reviews?hl=en-CA,11 months ago,2021-06-22 17:28:25.148720,5.0,55,Beautiful nature with people having fun from all around the world
46,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNVa2FHNTlBRRAB,Abrar Mohsin,https://www.google.com/maps/contrib/100635053884295001976/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.150376,2.0,21,"The park was undergoing some maintenance when I visited. The toilets were closed and the splash pad was also not functional. They could have done a better job informing the public about this.
The location is good though, and can be a nice place for doing BBQ in summers once the park is fully operational."
47,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUNxck11MFdBEAE,Liz Carmona,https://www.google.com/maps/contrib/117136981500932135926/reviews?hl=en-CA,3 weeks ago,2021-06-22 17:28:25.153181,5.0,15,Beautiful
